ashkenazi_reference_test/data/plink/modern_primary.bim	12737973 bytes	2026-07-18 07:29:59.4757502240
ashkenazi_reference_test/data/plink/modern_primary.fam	11516 bytes	2026-07-18 07:29:59.4799776910
ashkenazi_reference_test/data/plink/modern_primary_audit.frq.counts	15219930 bytes	2026-07-18 07:30:00.3020578700
ashkenazi_reference_test/data/plink/modern_primary_audit.imiss	25984 bytes	2026-07-18 07:30:00.3258876350
ashkenazi_reference_test/data/plink/modern_primary_audit.lmiss	14113026 bytes	2026-07-18 07:30:00.3258876350
ashkenazi_reference_test/data/plink/modern_primary_audit.log	1252 bytes	2026-07-18 07:30:00.3258876350
ashkenazi_reference_test/data/plink/modern_primary_audit.nosex	171 bytes	2026-07-18 07:30:00.2657946720
ashkenazi_reference_test/data/plink/modern_primary_ld.log	2567 bytes	2026-07-18 08:01:49.0795060480
ashkenazi_reference_test/data/plink/modern_primary_ld.nosex	171 bytes	2026-07-18 08:01:48.5361288470
ashkenazi_reference_test/data/plink/modern_primary_ld.prune.in	784965 bytes	2026-07-18 08:01:49.0778114820
ashkenazi_reference_test/data/plink/modern_primary_ld.prune.out	1124716 bytes	2026-07-18 08:01:49.0794554050
ashkenazi_reference_test/data/plink/modern_primary_pca_admixture.bed	6559293 bytes	2026-07-18 08:10:11.9796326280
ashkenazi_reference_test/data/plink/modern_primary_pca_admixture.bim	2462473 bytes	2026-07-18 08:10:11.9855881310
ashkenazi_reference_test/data/plink/modern_primary_pca_admixture.fam	9301 bytes	2026-07-18 08:10:11.9855385300
ashkenazi_reference_test/data/plink/modern_primary_pca_admixture.log	1366 bytes	2026-07-18 08:10:11.9877754850
ashkenazi_reference_test/data/plink/modern_primary_pca_admixture.nosex	171 bytes	2026-07-18 08:10:11.8999046960
ashkenazi_reference_test/data/plink/modern_primary_qc_candidates.log	1394 bytes	2026-07-18 08:01:00.1207848270
ashkenazi_reference_test/data/plink/modern_primary_qc_candidates.nosex	171 bytes	2026-07-18 08:01:00.0843118070
ashkenazi_reference_test/data/plink/modern_primary_qc_candidates.snplist	1925234 bytes	2026-07-18 08:01:00.1207848270
ashkenazi_reference_test/data/plink/modern_strict_pass.bed	17156953 bytes	2026-07-18 07:30:01.9578933190
ashkenazi_reference_test/data/plink/modern_strict_pass.bim	12737973 bytes	2026-07-18 07:30:01.4219103420
ashkenazi_reference_test/data/plink/modern_strict_pass.fam	7810 bytes	2026-07-18 07:30:01.4285356150
ashkenazi_reference_test/data/plink/modern_strict_pass_audit.frq.counts	15219930 bytes	2026-07-18 07:30:02.0611015250
ashkenazi_reference_test/data/plink/modern_strict_pass_audit.imiss	17444 bytes	2026-07-18 07:30:02.0809466960
ashkenazi_reference_test/data/plink/modern_strict_pass_audit.lmiss	14113026 bytes	2026-07-18 07:30:02.0809466960
ashkenazi_reference_test/data/plink/modern_strict_pass_audit.log	1275 bytes	2026-07-18 07:30:02.0809466960
ashkenazi_reference_test/data/plink/modern_strict_pass_audit.nosex	102 bytes	2026-07-18 07:30:02.0200975550
ashkenazi_reference_test/data/plink/modern_strict_pass_ld.log	2584 bytes	2026-07-18 08:01:49.6470201140
ashkenazi_reference_test/data/plink/modern_strict_pass_ld.nosex	102 bytes	2026-07-18 08:01:49.1560892170
ashkenazi_reference_test/data/plink/modern_strict_pass_ld.prune.in	787371 bytes	2026-07-18 08:01:49.6453665420
ashkenazi_reference_test/data/plink/modern_strict_pass_ld.prune.out	1122310 bytes	2026-07-18 08:01:49.6470201140
ashkenazi_reference_test/data/plink/modern_strict_pass_pca_admixture.bed	4372863 bytes	2026-07-18 08:10:12.1787562600
ashkenazi_reference_test/data/plink/modern_strict_pass_pca_admixture.bim	2462473 bytes	2026-07-18 08:10:12.1828187600
ashkenazi_reference_test/data/plink/modern_strict_pass_pca_admixture.fam	6205 bytes	2026-07-18 08:10:12.1813583160
ashkenazi_reference_test/data/plink/modern_strict_pass_pca_admixture.log	1388 bytes	2026-07-18 08:10:12.1868812590
ashkenazi_reference_test/data/plink/modern_strict_pass_pca_admixture.nosex	102 bytes	2026-07-18 08:10:12.1026509390
ashkenazi_reference_test/data/plink/modern_strict_pass_qc_candidates.log	1407 bytes	2026-07-18 08:01:00.2423238620
ashkenazi_reference_test/data/plink/modern_strict_pass_qc_candidates.nosex	102 bytes	2026-07-18 08:01:00.2041290590
ashkenazi_reference_test/data/plink/modern_strict_pass_qc_candidates.snplist	1989987 bytes	2026-07-18 08:01:00.2423238620
ashkenazi_reference_test/logs/02_finalize_clean_manifest_20260718_064816.log	1274 bytes	2026-07-18 06:48:17.2167773550
ashkenazi_reference_test/logs/02_finalize_clean_manifest_20260718_064900.log	1274 bytes	2026-07-18 06:49:00.4827903920
ashkenazi_reference_test/logs/02_review_qc_and_build_manifest_20260718_063836.log	384 bytes	2026-07-18 06:38:36.9413940620
ashkenazi_reference_test/logs/02_review_qc_and_build_manifest_20260718_064221.log	1524 bytes	2026-07-18 06:42:21.6212968100
ashkenazi_reference_test/logs/03_subset_eigenstrat_panel_20260718_065623.log	1440 bytes	2026-07-18 06:56:30.4702468680
ashkenazi_reference_test/logs/03_subset_eigenstrat_panel_20260718_075002.log	257 bytes	2026-07-18 07:50:02.6032659320
ashkenazi_reference_test/logs/03a_transpose_aadr_genotype_20260718_070603.log	506 bytes	2026-07-18 07:07:21.1114981600
ashkenazi_reference_test/logs/03a_transpose_aadr_genotype_20260718_070853.log	410 bytes	2026-07-18 07:08:53.6547186400
ashkenazi_reference_test/logs/03a_transpose_aadr_genotype_20260718_071249.log	729 bytes	2026-07-18 07:12:53.0727877400
ashkenazi_reference_test/logs/03b_build_exact_panel_subsets_20260718_071858.log	4126 bytes	2026-07-18 07:19:33.7280392630
ashkenazi_reference_test/logs/03b_build_exact_panel_subsets_20260718_072201.log	4126 bytes	2026-07-18 07:22:38.3127317260
ashkenazi_reference_test/logs/04a_convert_panels_to_plink_20260718_072957.log	6254 bytes	2026-07-18 07:30:02.1365131740
ashkenazi_reference_test/manifests/02_final_manifest_checksums_20260718_064816.sha256	524 bytes	2026-07-18 06:48:17.2167773550
ashkenazi_reference_test/manifests/02_final_manifest_checksums_20260718_064900.sha256	524 bytes	2026-07-18 06:49:00.4827903920
ashkenazi_reference_test/manifests/02_input_checksums_20260718_063836.sha256	307 bytes	2026-07-18 06:38:36.8034803220
ashkenazi_reference_test/manifests/02_input_checksums_20260718_064221.sha256	307 bytes	2026-07-18 06:42:21.3925913910
ashkenazi_reference_test/manifests/03a_transpose_checksums_20260718_071249.sha256	243 bytes	2026-07-18 07:12:53.0688443040
ashkenazi_reference_test/manifests/03b_manifest_validation_20260718_071858.tsv	78 bytes	2026-07-18 07:19:33.6729737790
ashkenazi_reference_test/manifests/03b_manifest_validation_20260718_072201.tsv	78 bytes	2026-07-18 07:22:38.2540190050
ashkenazi_reference_test/manifests/03b_panel_checksums_20260718_071858.sha256	620 bytes	2026-07-18 07:19:33.7122456370
ashkenazi_reference_test/manifests/03b_panel_checksums_20260718_072201.sha256	620 bytes	2026-07-18 07:22:38.2929728790
ashkenazi_reference_test/manifests/03c_panel_integrity_audit_20260718_072840.tsv	682 bytes	2026-07-18 07:28:40.7005974490
ashkenazi_reference_test/manifests/03c_panel_integrity_audit_20260718_075620.tsv	682 bytes	2026-07-18 07:56:20.3002309310
ashkenazi_reference_test/manifests/04a_plink_checksums_20260718_072957.sha256	588 bytes	2026-07-18 07:30:02.1246060720
ashkenazi_reference_test/manifests/clean_population_ids.txt	2932 bytes	2026-07-18 06:42:21.5646449550
ashkenazi_reference_test/manifests/clean_population_manifest.tsv	31854 bytes	2026-07-18 06:42:21.5643372220
ashkenazi_reference_test/manifests/modern_panel_exclusions.tsv	3965 bytes	2026-07-18 06:49:00.4401931240
ashkenazi_reference_test/manifests/modern_panel_original_populations.txt	186 bytes	2026-07-18 07:22:38.2528018950
ashkenazi_reference_test/manifests/modern_panel_primary.tsv	54787 bytes	2026-07-18 06:49:00.4387008590
ashkenazi_reference_test/manifests/modern_panel_primary_ids.txt	4981 bytes	2026-07-18 06:49:00.4399567470
ashkenazi_reference_test/manifests/modern_panel_strict_pass.tsv	31513 bytes	2026-07-18 06:49:00.4394760230
ashkenazi_reference_test/manifests/modern_panel_strict_pass_ids.txt	3349 bytes	2026-07-18 06:49:00.4400490630
ashkenazi_reference_test/manifests/modern_primary_poplist.txt	217 bytes	2026-07-18 06:56:23.7293694880
ashkenazi_reference_test/manifests/modern_primary_relabel_full.ind	683054 bytes	2026-07-18 06:56:23.7241100410
ashkenazi_reference_test/manifests/pca_admixture_shared_ld_pruned_snps.txt	730439 bytes	2026-07-18 08:01:49.6983290040
ashkenazi_reference_test/manifests/pca_admixture_shared_qc_snps.txt	1909681 bytes	2026-07-18 08:01:00.3281265350
ashkenazi_reference_test/manifests/provisional_and_italian_review.tsv	14492 bytes	2026-07-18 06:44:40.0592187270
ashkenazi_reference_test/manifests/target_sample_review.tsv	61802 bytes	2026-07-18 06:42:21.5634586800
ashkenazi_reference_test/modern_italian_manifest.tsv	715 bytes	2026-07-18 05:51:33.6162688540
ashkenazi_reference_test/params/03_convertf_primary.par	786 bytes	2026-07-18 06:56:23.7328258450
ashkenazi_reference_test/params/03b_convertf_broad_20260718_071858.par	921 bytes	2026-07-18 07:18:58.2237720090
ashkenazi_reference_test/params/03b_convertf_broad_20260718_072201.par	921 bytes	2026-07-18 07:22:02.0062076710
ashkenazi_reference_test/params/03b_convertf_primary_20260718_071858.par	858 bytes	2026-07-18 07:19:26.2826725300
ashkenazi_reference_test/params/03b_convertf_primary_20260718_072201.par	858 bytes	2026-07-18 07:22:30.7265624020
ashkenazi_reference_test/params/03b_convertf_strict_pass_20260718_071858.par	868 bytes	2026-07-18 07:19:30.6156803230
ashkenazi_reference_test/params/03b_convertf_strict_pass_20260718_072201.par	868 bytes	2026-07-18 07:22:35.1311265310
ashkenazi_reference_test/params/04a_convert_primary_20260718_072957.par	700 bytes	2026-07-18 07:29:57.9954229440
ashkenazi_reference_test/params/04a_convert_strict_pass_20260718_072957.par	724 bytes	2026-07-18 07:30:00.3407609350
ashkenazi_reference_test/results/admixture/METHODS_STAGE07_ADMIXTURE.txt	1917 bytes	2026-07-18 10:54:56.0092946630
ashkenazi_reference_test/results/admixture/aligned/primary/K02/ashkenazi_comparator_component_distances.tsv	1565 bytes	2026-07-18 10:54:57.3636610570
ashkenazi_reference_test/results/admixture/aligned/primary/K02/best_replicate_unaligned.P	1269540 bytes	2026-07-18 09:34:28.9074140160
ashkenazi_reference_test/results/admixture/aligned/primary/K02/best_replicate_unaligned.Q	6642 bytes	2026-07-18 09:34:28.8154940130
ashkenazi_reference_test/results/admixture/aligned/primary/K02/consensus.P	1833780 bytes	2026-07-18 10:54:56.5867749460
ashkenazi_reference_test/results/admixture/aligned/primary/K02/consensus.Q	9594 bytes	2026-07-18 10:54:56.5233055410
ashkenazi_reference_test/results/admixture/aligned/primary/K02/population_mean_consensus_q.tsv	734 bytes	2026-07-18 10:54:56.5925953030
ashkenazi_reference_test/results/admixture/aligned/primary/K02/replicate_component_alignment.tsv	690 bytes	2026-07-18 10:54:56.5940971650
ashkenazi_reference_test/results/admixture/aligned/primary/K02/sample_consensus_q.tsv	20476 bytes	2026-07-18 10:54:56.5936322750
ashkenazi_reference_test/results/admixture/aligned/primary/K03/ashkenazi_comparator_component_distances.tsv	1564 bytes	2026-07-18 10:54:59.7378142340
ashkenazi_reference_test/results/admixture/aligned/primary/K03/best_replicate_unaligned.P	1904310 bytes	2026-07-18 09:35:09.4797165010
ashkenazi_reference_test/results/admixture/aligned/primary/K03/best_replicate_unaligned.Q	9963 bytes	2026-07-18 09:35:09.3759137850
ashkenazi_reference_test/results/admixture/aligned/primary/K03/consensus.P	2750670 bytes	2026-07-18 10:54:58.8467800570
ashkenazi_reference_test/results/admixture/aligned/primary/K03/consensus.Q	14391 bytes	2026-07-18 10:54:58.7703386650
ashkenazi_reference_test/results/admixture/aligned/primary/K03/population_mean_consensus_q.tsv	980 bytes	2026-07-18 10:54:58.8514772220
ashkenazi_reference_test/results/admixture/aligned/primary/K03/replicate_component_alignment.tsv	700 bytes	2026-07-18 10:54:58.8529418640
ashkenazi_reference_test/results/admixture/aligned/primary/K03/sample_consensus_q.tsv	25285 bytes	2026-07-18 10:54:58.8525571660
ashkenazi_reference_test/results/admixture/aligned/primary/K04/ashkenazi_comparator_component_distances.tsv	1561 bytes	2026-07-18 10:55:02.4515507160
ashkenazi_reference_test/results/admixture/aligned/primary/K04/best_replicate_unaligned.P	2539080 bytes	2026-07-18 09:35:47.7326096240
ashkenazi_reference_test/results/admixture/aligned/primary/K04/best_replicate_unaligned.Q	13284 bytes	2026-07-18 09:35:47.6208480220
ashkenazi_reference_test/results/admixture/aligned/primary/K04/consensus.P	3667560 bytes	2026-07-18 10:55:01.4067863660
ashkenazi_reference_test/results/admixture/aligned/primary/K04/consensus.Q	19188 bytes	2026-07-18 10:55:01.3362846660
ashkenazi_reference_test/results/admixture/aligned/primary/K04/population_mean_consensus_q.tsv	1226 bytes	2026-07-18 10:55:01.4130135000
ashkenazi_reference_test/results/admixture/aligned/primary/K04/replicate_component_alignment.tsv	711 bytes	2026-07-18 10:55:01.4144902020
ashkenazi_reference_test/results/admixture/aligned/primary/K04/sample_consensus_q.tsv	30094 bytes	2026-07-18 10:55:01.4140573630
ashkenazi_reference_test/results/admixture/aligned/primary/K05/ashkenazi_comparator_component_distances.tsv	1560 bytes	2026-07-18 10:55:05.4886203850
ashkenazi_reference_test/results/admixture/aligned/primary/K05/best_replicate_unaligned.P	3173850 bytes	2026-07-18 09:38:19.0028013720
ashkenazi_reference_test/results/admixture/aligned/primary/K05/best_replicate_unaligned.Q	16605 bytes	2026-07-18 09:38:18.8749932520
ashkenazi_reference_test/results/admixture/aligned/primary/K05/consensus.P	4584450 bytes	2026-07-18 10:55:04.3267879040
ashkenazi_reference_test/results/admixture/aligned/primary/K05/consensus.Q	23985 bytes	2026-07-18 10:55:04.2429097990
ashkenazi_reference_test/results/admixture/aligned/primary/K05/population_mean_consensus_q.tsv	1472 bytes	2026-07-18 10:55:04.3311465290
ashkenazi_reference_test/results/admixture/aligned/primary/K05/replicate_component_alignment.tsv	721 bytes	2026-07-18 10:55:04.3333276320
ashkenazi_reference_test/results/admixture/aligned/primary/K05/sample_consensus_q.tsv	34903 bytes	2026-07-18 10:55:04.3325552660
ashkenazi_reference_test/results/admixture/aligned/primary/K06/ashkenazi_comparator_component_distances.tsv	1561 bytes	2026-07-18 10:55:08.7715870610
ashkenazi_reference_test/results/admixture/aligned/primary/K06/best_replicate_unaligned.P	3808620 bytes	2026-07-18 09:40:09.4020514610
ashkenazi_reference_test/results/admixture/aligned/primary/K06/best_replicate_unaligned.Q	19926 bytes	2026-07-18 09:40:09.2653372480
ashkenazi_reference_test/results/admixture/aligned/primary/K06/consensus.P	5501340 bytes	2026-07-18 10:55:07.4547880050
ashkenazi_reference_test/results/admixture/aligned/primary/K06/consensus.Q	28782 bytes	2026-07-18 10:55:07.3669729430
ashkenazi_reference_test/results/admixture/aligned/primary/K06/population_mean_consensus_q.tsv	1718 bytes	2026-07-18 10:55:07.4625314900
ashkenazi_reference_test/results/admixture/aligned/primary/K06/replicate_component_alignment.tsv	732 bytes	2026-07-18 10:55:07.4641840630
ashkenazi_reference_test/results/admixture/aligned/primary/K06/sample_consensus_q.tsv	39712 bytes	2026-07-18 10:55:07.4636516830
ashkenazi_reference_test/results/admixture/aligned/primary/K07/ashkenazi_comparator_component_distances.tsv	1557 bytes	2026-07-18 10:55:12.3802621500
ashkenazi_reference_test/results/admixture/aligned/primary/K07/best_replicate_unaligned.P	4443390 bytes	2026-07-18 09:43:58.5857738890
ashkenazi_reference_test/results/admixture/aligned/primary/K07/best_replicate_unaligned.Q	23247 bytes	2026-07-18 09:43:58.4337173030
ashkenazi_reference_test/results/admixture/aligned/primary/K07/consensus.P	6418230 bytes	2026-07-18 10:55:10.8907914010
ashkenazi_reference_test/results/admixture/aligned/primary/K07/consensus.Q	33579 bytes	2026-07-18 10:55:10.7910303590
ashkenazi_reference_test/results/admixture/aligned/primary/K07/population_mean_consensus_q.tsv	1964 bytes	2026-07-18 10:55:10.8973478660
ashkenazi_reference_test/results/admixture/aligned/primary/K07/replicate_component_alignment.tsv	744 bytes	2026-07-18 10:55:10.8993655650
ashkenazi_reference_test/results/admixture/aligned/primary/K07/sample_consensus_q.tsv	44521 bytes	2026-07-18 10:55:10.8986591250
ashkenazi_reference_test/results/admixture/aligned/primary/K08/ashkenazi_comparator_component_distances.tsv	1562 bytes	2026-07-18 10:55:16.5701396070
ashkenazi_reference_test/results/admixture/aligned/primary/K08/best_replicate_unaligned.P	5078160 bytes	2026-07-18 09:45:47.6501914610
ashkenazi_reference_test/results/admixture/aligned/primary/K08/best_replicate_unaligned.Q	26568 bytes	2026-07-18 09:45:47.4902818030
ashkenazi_reference_test/results/admixture/aligned/primary/K08/consensus.P	7335120 bytes	2026-07-18 10:55:14.9307778480
ashkenazi_reference_test/results/admixture/aligned/primary/K08/consensus.Q	38376 bytes	2026-07-18 10:55:14.8056326610
ashkenazi_reference_test/results/admixture/aligned/primary/K08/population_mean_consensus_q.tsv	2210 bytes	2026-07-18 10:55:14.9405220070
ashkenazi_reference_test/results/admixture/aligned/primary/K08/replicate_component_alignment.tsv	751 bytes	2026-07-18 10:55:14.9428270980
ashkenazi_reference_test/results/admixture/aligned/primary/K08/sample_consensus_q.tsv	49330 bytes	2026-07-18 10:55:14.9421253220
ashkenazi_reference_test/results/admixture/aligned/primary/K09/ashkenazi_comparator_component_distances.tsv	1563 bytes	2026-07-18 10:55:20.9682801940
ashkenazi_reference_test/results/admixture/aligned/primary/K09/best_replicate_unaligned.P	5712930 bytes	2026-07-18 09:50:28.5547892590
ashkenazi_reference_test/results/admixture/aligned/primary/K09/best_replicate_unaligned.Q	29889 bytes	2026-07-18 09:50:28.3827855310
ashkenazi_reference_test/results/admixture/aligned/primary/K09/consensus.P	8252010 bytes	2026-07-18 10:55:19.1787759430
ashkenazi_reference_test/results/admixture/aligned/primary/K09/consensus.Q	43173 bytes	2026-07-18 10:55:19.0439412270
ashkenazi_reference_test/results/admixture/aligned/primary/K09/population_mean_consensus_q.tsv	2456 bytes	2026-07-18 10:55:19.1860365490
ashkenazi_reference_test/results/admixture/aligned/primary/K09/replicate_component_alignment.tsv	764 bytes	2026-07-18 10:55:19.1893674550
ashkenazi_reference_test/results/admixture/aligned/primary/K09/sample_consensus_q.tsv	54139 bytes	2026-07-18 10:55:19.1881439650
ashkenazi_reference_test/results/admixture/aligned/primary/K10/ashkenazi_comparator_component_distances.tsv	1582 bytes	2026-07-18 10:55:25.7379102120
ashkenazi_reference_test/results/admixture/aligned/primary/K10/best_replicate_unaligned.P	6347700 bytes	2026-07-18 09:52:40.3145019840
ashkenazi_reference_test/results/admixture/aligned/primary/K10/best_replicate_unaligned.Q	33210 bytes	2026-07-18 09:52:40.1305047880
ashkenazi_reference_test/results/admixture/aligned/primary/K10/consensus.P	9168900 bytes	2026-07-18 10:55:23.7227675850
ashkenazi_reference_test/results/admixture/aligned/primary/K10/consensus.Q	47970 bytes	2026-07-18 10:55:23.5950299800
ashkenazi_reference_test/results/admixture/aligned/primary/K10/population_mean_consensus_q.tsv	2703 bytes	2026-07-18 10:55:23.7306325090
ashkenazi_reference_test/results/admixture/aligned/primary/K10/replicate_component_alignment.tsv	783 bytes	2026-07-18 10:55:23.7328485880
ashkenazi_reference_test/results/admixture/aligned/primary/K10/sample_consensus_q.tsv	58949 bytes	2026-07-18 10:55:23.7319921490
ashkenazi_reference_test/results/admixture/aligned/primary/K11/ashkenazi_comparator_component_distances.tsv	1579 bytes	2026-07-18 10:55:30.9471021290
ashkenazi_reference_test/results/admixture/aligned/primary/K11/best_replicate_unaligned.P	6982470 bytes	2026-07-18 10:01:48.6786536330
ashkenazi_reference_test/results/admixture/aligned/primary/K11/best_replicate_unaligned.Q	36531 bytes	2026-07-18 10:01:48.4786523960
ashkenazi_reference_test/results/admixture/aligned/primary/K11/consensus.P	10085790 bytes	2026-07-18 10:55:28.7547625170
ashkenazi_reference_test/results/admixture/aligned/primary/K11/consensus.Q	52767 bytes	2026-07-18 10:55:28.5954158630
ashkenazi_reference_test/results/admixture/aligned/primary/K11/population_mean_consensus_q.tsv	2950 bytes	2026-07-18 10:55:28.7636710930
ashkenazi_reference_test/results/admixture/aligned/primary/K11/replicate_component_alignment.tsv	797 bytes	2026-07-18 10:55:28.7659582180
ashkenazi_reference_test/results/admixture/aligned/primary/K11/sample_consensus_q.tsv	63759 bytes	2026-07-18 10:55:28.7650711540
ashkenazi_reference_test/results/admixture/aligned/primary/K12/ashkenazi_comparator_component_distances.tsv	1575 bytes	2026-07-18 10:55:36.5236601380
ashkenazi_reference_test/results/admixture/aligned/primary/K12/best_replicate_unaligned.P	7617240 bytes	2026-07-18 10:04:04.4866716640
ashkenazi_reference_test/results/admixture/aligned/primary/K12/best_replicate_unaligned.Q	39852 bytes	2026-07-18 10:04:04.2826713870
ashkenazi_reference_test/results/admixture/aligned/primary/K12/consensus.P	11002680 bytes	2026-07-18 10:55:34.2187728170
ashkenazi_reference_test/results/admixture/aligned/primary/K12/consensus.Q	57564 bytes	2026-07-18 10:55:34.0458650870
ashkenazi_reference_test/results/admixture/aligned/primary/K12/population_mean_consensus_q.tsv	3197 bytes	2026-07-18 10:55:34.2303225510
ashkenazi_reference_test/results/admixture/aligned/primary/K12/replicate_component_alignment.tsv	812 bytes	2026-07-18 10:55:34.2331074870
ashkenazi_reference_test/results/admixture/aligned/primary/K12/sample_consensus_q.tsv	68569 bytes	2026-07-18 10:55:34.2321299880
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/ashkenazi_comparator_component_distances.tsv	1625 bytes	2026-07-18 10:54:58.1101009300
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/best_replicate_unaligned.P	1269540 bytes	2026-07-18 10:10:10.6066822560
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/best_replicate_unaligned.Q	4446 bytes	2026-07-18 10:10:10.5106823050
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/consensus.P	1833780 bytes	2026-07-18 10:54:57.4547768610
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/consensus.Q	6422 bytes	2026-07-18 10:54:57.4019397200
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/population_mean_consensus_q.tsv	734 bytes	2026-07-18 10:54:57.4595754820
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/replicate_component_alignment.tsv	710 bytes	2026-07-18 10:54:57.4606139950
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K02/sample_consensus_q.tsv	13784 bytes	2026-07-18 10:54:57.4603380790
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K03/ashkenazi_comparator_component_distances.tsv	1626 bytes	2026-07-18 10:55:00.6213360330
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K03/best_replicate_unaligned.P	1904310 bytes	2026-07-18 10:10:54.6466872870
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K03/best_replicate_unaligned.Q	6669 bytes	2026-07-18 10:10:54.5426873180
ashkenazi_reference_test/results/admixture/aligned/strict_pass/K03/consensus.P	2750670 bytes	2026-07-18 10:54:59.8747825250
